"Species","Year","Total_Catch_Yr","Total_Income_Yr","Total_Fishing_Trips_Yr","CPUE"
"Pomacanthus Imperator","2016",324,5737250,2087,0.155246765692381
"Pomacanthus Imperator","2018",227,5792000,1423,0.159522136331694
"Pomacanthus Imperator","2019",137,4247500,842,0.16270783847981
"Pomacanthus annularis","2017",1,60000,84,0.0119047619047619
"Pomacanthus annularis","2022",5,214000,130,0.0384615384615385
"Pomacanthus annularis","2023",82,1028500,1224,0.0669934640522876
"Pomacanthus imperator","2012",160,3085987.80487805,745,0.214765100671141
"Pomacanthus imperator","2013",261,5833089.18918919,2234,0.116830796777081
"Pomacanthus imperator","2022",61,2333750,323,0.188854489164087
"Pomacanthus imperator","2023",230,7838500,1525,0.150819672131148
"Pomacanthus semicirculatus","2012",4,24000,508,0.0078740157480315
"Pomacanthus semicirculatus","2013",2,4000,144,0.0138888888888889
"Pomacanthus semicirculatus","2022",99,1820000,299,0.331103678929766
"Pomacanthus semicirculatus","2023",11,135000,701,0.0156918687589158
"Pomacanthus sexstriatus","2022",14,127500,107,0.130841121495327
"Pomacanthus xanthometopon","2022",2,130000,41,0.0487804878048781
"Pomacentrus amboinensis","2012",31,73578.947368421,848,0.0365566037735849
"Pomacentrus auriventris","2015",4930,3095000,727,6.78129298486933
"Pomacentrus auriventris","2016",6830,4338900,2087,3.27264015333014
"Pomacentrus auriventris","2017",3193,3300858.02469136,1130,2.82566371681416
"Pomacentrus auriventris","2018",3179,3415500,1423,2.2340126493324
"Pomacentrus auriventris","2019",1552,1348500,842,1.84323040380047
"Pomacentrus auriventris","2022",263,394500,108,2.43518518518519
"Pomacentrus auriventris","2023",408,606000,1111,0.367236723672367
"Pomacentrus bankanensis","2012",632,632000,1263,0.500395882818686
"Pomacentrus bankanensis","2013",962,962000,1520,0.632894736842105
"Pomacentrus bankanensis","2015",683,994750,727,0.939477303988996
"Pomacentrus bankanensis","2016",598,897000,1601,0.373516552154903
"Pomacentrus bankanensis","2017",1068,1602000,1130,0.945132743362832
"Pomacentrus bankanensis","2018",896,1293000,1423,0.629655657062544
"Pomacentrus bankanensis","2019",34,51000,98,0.346938775510204
"Pomacentrus bankanensis","2022",877,1315500,389,2.25449871465296
"Pomacentrus bankanensis","2023",1127,1690500,1525,0.739016393442623
"Pomacentrus coelestis","2022",159,119250,100,1.59
"Pomacentrus coelestis","2023",1317,1025250,1490,0.883892617449664
"Pomacentrus moluccensis","2015",91,133250,727,0.125171939477304
"Pomacentrus moluccensis","2016",232,341000,1468,0.158038147138965
"Pomacentrus moluccensis","2017",4,6000,185,0.0216216216216216
"Pomacentrus moluccensis","2018",52,78000,1299,0.0400307929176289
"Pomacentrus moluccensis","2022",61,91500,246,0.247967479674797
"Pomacentrus moluccensis","2023",134,201000,1365,0.0981684981684982
"Pomacentrus pavo","2012",100,50000,93,1.0752688172043
"Pomacentrus pavo","2017",80,40000,189,0.423280423280423
"Pomacentrus pavo","2018",150,225000,221,0.678733031674208
"Pomacentrus pavo","2019",740,555000,643,1.15085536547434
"Pomacentrus smithi","2016",40,40000,1627,0.0245851259987707
"Pomacentrus smithi","2017",57,57000,548,0.104014598540146
"Pomacentrus smithi","2018",179,179000,1283,0.139516757599376
"Pomacentrus smithi","2019",62,62000,764,0.081151832460733
"Premnas biaculeatus","2015",2,5000,50,0.04
"Premnas biaculeatus","2016",5,11000,632,0.00791139240506329
"Premnas biaculeatus","2017",1,3000,109,0.00917431192660551
"Premnas biaculeatus","2022",27,81000,114,0.236842105263158
"Premnas biaculeatus","2023",1,3000,213,0.00469483568075117
"Prionurus scalprus","2012",35,379000,755,0.0463576158940397
"Pseudalutarius Nasicornis","2023",2,4000,176,0.0113636363636364
"Pseudanthias Luzunensis","2016",2,12000,456,0.0043859649122807
"Pseudanthias Luzunensis","2018",3,30000,419,0.00715990453460621
"Pseudanthias cooperi","2012",70,49350,114,0.614035087719298
"Pseudanthias cooperi","2013",1124,1283535.91160221,2234,0.50313339301701
"Pseudanthias dispar","2012",29238,23962469.9266504,1593,18.3540489642185
"Pseudanthias dispar","2013",9667,10902792.8571429,2234,4.3272157564906
"Pseudanthias dispar","2015",7562,9889500,727,10.4016506189821
"Pseudanthias dispar","2016",18235,31382000,2087,8.73742213703881
"Pseudanthias dispar","2017",11376,22609836.8644068,1130,10.0672566371681
"Pseudanthias dispar","2018",6611,13234500,1423,4.64581869290232
"Pseudanthias dispar","2019",2487,4972000,842,2.95368171021378
"Pseudanthias dispar","2022",2900,6934500,389,7.45501285347044
"Pseudanthias dispar","2023",13422,30274302.0408163,1525,8.80131147540984
"Pseudanthias evansi","2012",217,447171.428571429,724,0.299723756906077
"Pseudanthias huchtii","2012",1175,973964.285714286,1572,0.747455470737914
"Pseudanthias huchtii","2015",1174,1597000,727,1.61485557083906
"Pseudanthias huchtii","2016",1480,1836750,2087,0.709151892668903
"Pseudanthias huchtii","2017",1294,1986790.98360656,1130,1.14513274336283
"Pseudanthias huchtii","2018",977,1410250,1423,0.6865776528461
"Pseudanthias huchtii","2019",349,353500,842,0.414489311163895
"Pseudanthias huchtii","2022",679,1441793.10344828,389,1.74550128534704
"Pseudanthias huchtii","2023",1310,2226687.45145631,1525,0.859016393442623
"Pseudanthias hypselosoma","2012",2200,2059043.33333333,1572,1.39949109414758
"Pseudanthias hypselosoma","2015",1100,1268257.14285714,727,1.5130674002751
"Pseudanthias hypselosoma","2016",7792,7711500,2087,3.73358888356493
"Pseudanthias hypselosoma","2017",1454,1833170.91836735,1130,1.28672566371681
"Pseudanthias hypselosoma","2018",1963,3233500,1423,1.37947997189037
"Pseudanthias hypselosoma","2019",745,1351329.08163265,842,0.88479809976247
"Pseudanthias hypselosoma","2022",1,5000,43,0.0232558139534884
"Pseudanthias hypselosoma","2023",141,705000,1027,0.137293086660175
"Pseudanthias luzonensis","2012",91,214000,724,0.125690607734807
"Pseudanthias luzonensis","2013",252,775500,1776,0.141891891891892
"Pseudanthias pleurotaenia","2012",143,333129.032258064,848,0.168632075471698
"Pseudanthias pleurotaenia","2015",113,251500,619,0.182552504038772
"Pseudanthias pleurotaenia","2016",301,773750,1970,0.152791878172589
"Pseudanthias pleurotaenia","2017",171,455500,775,0.220645161290323
"Pseudanthias pleurotaenia","2018",201,517750,1319,0.152388172858226
"Pseudanthias pleurotaenia","2019",42,99000,666,0.0630630630630631
"Pseudanthias pleurotaenia","2022",11,77000,141,0.0780141843971631
"Pseudanthias pleurotaenia","2023",18,46008,1054,0.0170777988614801
"Pseudanthias rubrizonatus","2012",5,8000,503,0.0099403578528827
"Pseudanthias rubrizonatus","2022",11,82500,73,0.150684931506849
"Pseudanthias squamipinnis","2022",1479,3728782.60869565,389,3.80205655526992
"Pseudanthias squamipinnis","2023",3677,4636328.82142857,1525,2.41114754098361
"Pseudanthias tuka","2012",454,1350800,869,0.522439585730725
"Pseudanthias tuka","2013",559,1485270.27027027,2027,0.275777010360138
"Pseudanthias tuka","2015",82,329000,727,0.112792297111417
"Pseudanthias tuka","2016",41,122500,1473,0.0278343516632722
"Pseudanthias tuka","2017",344,1333000,1019,0.337585868498528
"Pseudanthias tuka","2018",117,406500,931,0.125671321160043
"Pseudanthias tuka","2019",20,81000,98,0.204081632653061
"Pseudanthias tuka","2022",26,130000,111,0.234234234234234
"Pseudanthias tuka","2023",38,146000,711,0.0534458509142053
"Pseudechidna brummeri","2022",15,105000,180,0.0833333333333333
"Pseudobalistes fuscus","2017",1,27500,112,0.00892857142857143
"Pseudoceros sp","2013",1,500,74,0.0135135135135135
"Pseudocheilinus Octotaenia","2016",1,2500,176,0.00568181818181818
"Pseudocheilinus Octotaenia","2018",3,7500,441,0.00680272108843537
"Pseudocheilinus Octotaenia","2019",1,3500,101,0.0099009900990099
"Pseudocheilinus evanidus","2012",808,993730.421686747,1593,0.50721908349027
"Pseudocheilinus evanidus","2013",193,335583.333333333,2027,0.0952146028613715
"Pseudocheilinus evanidus","2015",216,306000,727,0.297111416781293
"Pseudocheilinus evanidus","2016",1162,1068000,2087,0.556780067081936
"Pseudocheilinus evanidus","2017",542,546613.636363636,1130,0.479646017699115
"Pseudocheilinus evanidus","2018",880,925250,1423,0.61841180604357
"Pseudocheilinus evanidus","2019",853,863000,842,1.01306413301663
"Pseudocheilinus evanidus","2022",47,76500,246,0.191056910569106
"Pseudocheilinus evanidus","2023",567,742250,1525,0.371803278688525
"Pseudocheilinus hexataenia","2012",9544,18457194.379085,1593,5.99121155053358
"Pseudocheilinus hexataenia","2013",7731,15889146.2068966,2234,3.46060877350045
"Pseudocheilinus hexataenia","2015",4079,9486000,727,5.61072902338377
"Pseudocheilinus hexataenia","2016",16771,34823500,2087,8.03593675131768
"Pseudocheilinus hexataenia","2017",7360,17143659.4746717,1130,6.51327433628319
"Pseudocheilinus hexataenia","2018",12474,29747100,1423,8.7659873506676
"Pseudocheilinus hexataenia","2019",8356,21461000,842,9.92399049881235
"Pseudocheilinus hexataenia","2022",4670,15978000,389,12.0051413881748
"Pseudocheilinus hexataenia","2023",11274,35399000,1525,7.3927868852459
"Pseudocheilinus octotaenia","2012",3,9000,219,0.0136986301369863
"Pseudocheilinus octotaenia","2022",5,52500,58,0.0862068965517241
"Pseudocheilinus octotaenia","2023",4,42000,504,0.00793650793650794
"Pseudochromis bitaeniatus","2012",636,861750,801,0.794007490636704
"Pseudochromis cyanotaenia","2013",1,2000,74,0.0135135135135135
"Pseudochromis paccagnellae","2012",14,15636.3636363636,1320,0.0106060606060606
"Pseudochromis paccagnellae","2013",13,14718.75,971,0.0133882595262616
"Pseudochromis paccagnellae","2015",8,8000,384,0.0208333333333333
"Pseudochromis paccagnellae","2016",101,101000,1847,0.0546832701678397
"Pseudochromis paccagnellae","2017",26,26000,878,0.0296127562642369
"Pseudochromis paccagnellae","2018",26,26000,951,0.0273396424815983
"Pseudochromis paccagnellae","2019",18,18000,401,0.0448877805486284
"Pseudochromis paccagnellae","2022",677,2363500,280,2.41785714285714
"Pseudochromis paccagnellae","2023",2,3000,195,0.0102564102564103
"Pseudocoris yamashiroi","2022",14,28000,175,0.08
"Pseudocoris yamashiroi","2023",8,16000,514,0.0155642023346304
"Pseudorhombus cinnamoneus","2022",8,24000,107,0.0747663551401869
"Pseudorhombus cinnamoneus","2023",1,3000,172,0.00581395348837209
"Ptereleotris evides","2012",937,1314243.60902256,1572,0.596055979643766
"Ptereleotris evides","2015",1447,2450763.15789474,727,1.99037138927098
"Ptereleotris evides","2016",2596,4099350,2087,1.24389075227599
"Ptereleotris evides","2017",1021,1948918.26923077,1130,0.90353982300885
"Ptereleotris evides","2018",2227,3831000,1423,1.56500351370344
"Ptereleotris evides","2019",412,615000,842,0.489311163895487
"Ptereleotris evides","2022",394,1600000,389,1.01285347043702
"Ptereleotris evides","2023",851,1790000,1525,0.558032786885246
"Ptereleotris hanae","2012",7,10000,439,0.0159453302961276
"Ptereleotris heteroptera","2012",156,331700,1509,0.10337972166998
"Ptereleotris heteroptera","2013",183,291000,1953,0.0937019969278034
"Ptereleotris heteroptera","2022",31,113000,159,0.19496855345912
"Ptereleotris heteroptera","2023",9,27000,403,0.0223325062034739
"Ptereleotris heteropterus","2015",76,115000,461,0.164859002169197
"Ptereleotris heteropterus","2016",525,800250,2087,0.251557259223766
"Ptereleotris heteropterus","2017",218,356673.076923077,891,0.244668911335578
"Ptereleotris heteropterus","2018",241,382000,1283,0.18784099766173
"Ptereleotris heteropterus","2019",214,429000,744,0.287634408602151
"Ptereleotris heteropterus","2022",1,2500,70,0.0142857142857143
"Ptereleotris heteropterus","2023",25,63500,671,0.03725782414307
"Ptereleotris microlepis","2015",102,104000,391,0.260869565217391
"Ptereleotris microlepis","2016",284,286000,1563,0.18170185540627
"Ptereleotris microlepis","2017",53,54000,582,0.0910652920962199
"Ptereleotris microlepis","2018",15,15000,191,0.0785340314136126
"Ptereleotris microlepis","2019",8,12000,179,0.0446927374301676
"Ptereleotris microlepis","2022",11,44000,30,0.366666666666667
"Ptereleotris microlepis","2023",1,3000,160,0.00625
"Ptereleotris uroditaenia","2012",2,4000,266,0.0075187969924812
"Ptereleotris zebra","2012",40,85500,755,0.0529801324503311
"Ptereleotris zebra","2013",102,175000,753,0.135458167330677
"Ptereleotris zebra","2015",117,229500,727,0.160935350756534
"Ptereleotris zebra","2016",221,379000,1446,0.15283540802213
"Ptereleotris zebra","2017",6,15000,190,0.0315789473684211
"Ptereleotris zebra","2018",34,84000,530,0.0641509433962264
"Ptereleotris zebra","2019",4,6000,130,0.0307692307692308
"Ptereleotris zebra","2023",10,40000,35,0.285714285714286
"Pterocaesio chrysozona","2012",169,171000,1025,0.164878048780488
"Pterocaesio chrysozona","2013",115,119000,816,0.14093137254902
"Pterocaesio chrysozona","2015",65,65000,235,0.276595744680851
"Pterocaesio chrysozona","2016",49,206000,1446,0.0338865836791148
"Pterocaesio chrysozona","2017",25,174000,189,0.132275132275132
"Pterocaesio chrysozona","2018",15,112500,230,0.0652173913043478
"Pterocaesio chrysozona","2023",1,1500,172,0.00581395348837209
"Pterois antennata","2012",242,370490.333333333,1572,0.153944020356234
"Pterois antennata","2015",65,103500,727,0.0894085281980743
"Pterois antennata","2016",394,643650,2087,0.188787733588884
"Pterois antennata","2017",319,623441.340782123,1130,0.282300884955752
"Pterois antennata","2018",430,884000,1423,0.302178496134926
"Pterois antennata","2019",364,722000,842,0.432304038004751
"Pterois antennata","2022",154,539000,389,0.395886889460154
"Pterois antennata","2023",475,913500,1525,0.311475409836066
"Pterois radiata","2012",35,316894.736842105,1282,0.0273010920436817
"Pterois radiata","2015",3,38000,149,0.0201342281879195
"Pterois radiata","2016",44,359000,1874,0.0234791889007471
"Pterois radiata","2017",35,415000,1018,0.0343811394891945
"Pterois radiata","2018",16,210000,727,0.0220082530949106
"Pterois radiata","2019",9,95000,577,0.0155979202772964
"Pterois radiata","2022",26,387500,303,0.0858085808580858
"Pterois radiata","2023",19,220000,1077,0.0176415970287837
"Pterois volitans","2012",22,140000,838,0.0262529832935561
"Pterois volitans","2013",449,4116121.79487179,2094,0.214422158548233
"Pterois volitans","2016",61,467000,2087,0.0292285577383804
"Pterois volitans","2018",39,368000,1113,0.0350404312668464
"Pterois volitans","2019",26,255000,643,0.0404354587869362
"Pterois volitans","2022",47,785000,350,0.134285714285714
"Pterois volitans","2023",75,870000,1352,0.0554733727810651
"Pygoplites diacanthus","2012",21,294944.444444444,1316,0.0159574468085106
"Pygoplites diacanthus","2015",5,30000,535,0.00934579439252336
"Pygoplites diacanthus","2016",15,232000,1326,0.0113122171945701
"Pygoplites diacanthus","2017",15,220000,786,0.0190839694656489
"Pygoplites diacanthus","2018",21,357500,1040,0.0201923076923077
"Pygoplites diacanthus","2019",12,2e+05,591,0.0203045685279188
"Pygoplites diacanthus","2022",32,1273437.5,280,0.114285714285714
"Pygoplites diacanthus","2023",21,371056,1348,0.0155786350148368
"Rhinchocinetes durbanensis","2016",9871,7288500,2087,4.72975563009104
"Rhinchocinetes durbanensis","2018",1210,1333300,880,1.375
"Rhinchocinetes durbanensis","2019",754,839500,842,0.895486935866983
"Rhinecanthus aculeatus","2012",2,7000,219,0.0091324200913242
"Rhinecanthus aculeatus","2013",9,19500,759,0.0118577075098814
"Rhinecanthus aculeatus","2015",1,3000,99,0.0101010101010101
"Rhinecanthus aculeatus","2022",3,27000,107,0.0280373831775701
"Rhinecanthus aculeatus","2023",5,35000,465,0.010752688172043
"Rhinecanthus verrucosus","2012",129,154000,1330,0.0969924812030075
"Rhinecanthus verrucosus","2013",116,112250,1569,0.0739324410452517
"Rhinecanthus verrucosus","2015",75,75000,619,0.121163166397415
"Rhinecanthus verrucosus","2016",173,173000,1843,0.0938686923494303
"Rhinecanthus verrucosus","2017",65,73000,640,0.1015625
"Rhinecanthus verrucosus","2018",62,62000,840,0.0738095238095238
"Rhinecanthus verrucosus","2019",92,92000,643,0.143079315707621
"Rhinecanthus verrucosus","2022",49,147000,77,0.636363636363636
"Rhinomuraena quaesita","2012",9,58000,535,0.0168224299065421
"Rhinomuraena quaesita","2013",62,564085.106382979,2052,0.0302144249512671
"Rhinomuraena quaesita","2022",20,685000,268,0.0746268656716418
"Rhinomuraena quaesita","2023",60,1027000,1525,0.039344262295082
"Rhinomuraena quesita","2016",59,699500,1868,0.0315845824411135
"Rhinomuraena quesita","2018",82,1565000,1352,0.0606508875739645
"Rhinomuraena quesita","2019",49,475500,842,0.0581947743467933
"Rhynchocinetes durbanensis","2012",3283,4648900,722,4.54709141274238
"Rhynchocinetes durbanensis","2013",4347,3406200,2234,1.94583706356312
"Rhynchocinetes durbanensis","2022",268,353000,244,1.09836065573771
"Rhynchocinetes durbanensis","2023",2356,2359000,1353,1.74131559497413
"Salarias ceramensis","2013",100,97546.511627907,1986,0.0503524672708963
"Salarias ceramensis","2022",11,76500,138,0.0797101449275362
"Salarias ceramensis","2023",7,42000,611,0.0114566284779051
"Salarias fasciatus","2012",64,63730,1409,0.0454222853087296
"Salarias fasciatus","2015",368,367750,727,0.506189821182944
"Salarias fasciatus","2016",1202,1209500,2087,0.575946334451366
"Salarias fasciatus","2017",127,127000,842,0.15083135391924
"Salarias fasciatus","2018",126,126000,1302,0.0967741935483871
"Salarias fasciatus","2019",219,219000,842,0.260095011876485
"Salarias fasciatus","2022",255,417500,338,0.754437869822485
"Salarias fasciatus","2023",731,880529.440993789,1525,0.479344262295082
"Salarias segmentatus","2022",143,714000,167,0.856287425149701
"Scorpaenopsis diablolus","2013",4,35000,574,0.00696864111498258
"Siderea picta","2022",19,95000,225,0.0844444444444444
"Siderea picta","2023",19,95000,837,0.022700119474313
"Siganus corallinus","2012",9,17000,652,0.0138036809815951
"Siganus corallinus","2015",2,6000,99,0.0202020202020202
"Siganus corallinus","2016",52,129000,1120,0.0464285714285714
"Siganus corallinus","2018",6,16000,623,0.00963081861958266
"Siganus corallinus","2019",14,23000,479,0.0292275574112735
"Siganus corallinus","2022",25,95500,202,0.123762376237624
"Siganus corallinus","2023",2,5500,359,0.00557103064066852
"Siganus puellus","2022",5,20000,60,0.0833333333333333
"Siganus spinus","2022",1,3000,41,0.024390243902439
"Siganus virgatus","2016",4,8500,697,0.00573888091822095
"Siganus vulpinus","2012",2,4500,219,0.0091324200913242
"Siganus vulpinus","2013",5,12500,899,0.00556173526140156
"Siganus vulpinus","2016",6,19000,506,0.0118577075098814
"Siganus vulpinus","2018",1,4000,124,0.00806451612903226
"Siganus vulpinus","2019",17,52500,499,0.0340681362725451
"Siganus vulpinus","2022",3,18000,114,0.0263157894736842
"Signigobius biocellatus","2013",75,871250,1393,0.053840631730079
"Signigobius biocellatus","2022",284,2414000,210,1.35238095238095
"Stenopus Hispodus","2016",555,738000,2087,0.265931959750838
"Stenopus Hispodus","2018",162,162000,1064,0.152255639097744
"Stenopus Hispodus","2019",126,130000,842,0.149643705463183
"Stenopus hispidus","2022",96,122000,250,0.384
"Stenopus hispidus","2023",123,154500,1490,0.0825503355704698
"Stenopus hispodus","2012",137,162941.666666667,745,0.183892617449664
"Stenopus hispodus","2013",929,801242.424242424,2234,0.415846016114593
"Stenopus tenuirostris","2022",27,270000,150,0.18
"Stenopus tenuirostris","2023",8,8000,579,0.0138169257340242
"Stenopus zanzibaricus","2022",13,124000,131,0.099236641221374
"Stethojulis bandanensis","2012",9,14500,708,0.0127118644067797
"Stethojulis bandanensis","2015",24,27500,727,0.0330123796423659
"Stethojulis bandanensis","2016",165,176200,2087,0.0790608528988979
"Stethojulis bandanensis","2017",25,34500,640,0.0390625
"Stethojulis bandanensis","2018",17,21500,905,0.0187845303867403
"Stethojulis bandanensis","2019",5,5000,378,0.0132275132275132
"Stethojulis bandanensis","2023",19,19000,695,0.0273381294964029
"Stonogobiops nematodes","2022",557,4177500,210,2.65238095238095
"Stonogobiops yasha","2022",2,85000,66,0.0303030303030303
"Sufflamen Chrysopterus","2023",8,24000,611,0.0130932896890344
"Sufflamen bursa","2012",8,16000,275,0.0290909090909091
"Sufflamen bursa","2013",7,21000,361,0.0193905817174515
"Sufflamen bursa","2022",3,10000,59,0.0508474576271186
"Sufflamen bursa","2023",10,30000,463,0.0215982721382289
"Sufflamen chrysopterum","2012",67,165836.956521739,1267,0.0528808208366219
"Sufflamen chrysopterus","2015",26,78000,527,0.0493358633776091
"Sufflamen chrysopterus","2016",27,71000,1220,0.0221311475409836
"Sufflamen chrysopterus","2017",29,77000,731,0.039671682626539
"Sufflamen chrysopterus","2018",41,96000,894,0.0458612975391499
"Sufflamen chrysopterus","2019",37,37000,643,0.057542768273717
"Synchiropus ocellatus","2012",513,622466.463414634,1593,0.322033898305085
"Synchiropus ocellatus","2013",873,1051583.33333333,2126,0.410630291627469
"Synchiropus ocellatus","2015",263,349250,727,0.361760660247593
"Synchiropus ocellatus","2016",2051,2538250,2087,0.982750359367513
"Synchiropus ocellatus","2017",332,453280,1092,0.304029304029304
"Synchiropus ocellatus","2018",1317,1435000,1423,0.925509486999297
"Synchiropus ocellatus","2019",392,392000,842,0.465558194774347
"Synchiropus ocellatus","2022",1122,4216500,369,3.04065040650406
"Synchiropus ocellatus","2023",573,1057000,1365,0.41978021978022
"Synchiropus picturatus","2022",83,124500,173,0.479768786127168
"Synchiropus picturatus","2023",608,928000,1490,0.408053691275168
"Synchiropus splendidus","2016",32,45250,240,0.133333333333333
"Synchiropus splendidus","2022",4,28000,41,0.0975609756097561
"Synchiropus splendidus var.","2022",2,12000,41,0.0487804878048781
"Synchiropus stellatus","2016",4,12000,330,0.0121212121212121
"Taenianotus triacanthus","2016",11,28000,610,0.0180327868852459
"Taenianotus triacanthus","2017",11,37000,719,0.0152990264255911
"Taenianotus triacanthus","2018",8,28000,737,0.0108548168249661
"Taenianotus triacanthus","2019",7,17000,513,0.01364522417154
"Thalassoma amblycephalum","2012",18,31000,465,0.0387096774193548
"Thalassoma amblycephalum","2013",19,49000,1699,0.011183048852266
"Thalassoma amblycephalum","2016",49,97000,1304,0.0375766871165644
"Thalassoma amblycephalum","2018",79,132500,1035,0.0763285024154589
"Thalassoma amblycephalum","2019",2,6000,98,0.0204081632653061
"Thalassoma amblycephalum","2022",5,15000,150,0.0333333333333333
"Thalassoma amblycephalum","2023",78,234000,760,0.102631578947368
"Thalassoma jansenii","2022",2,2000,70,0.0285714285714286
"Thalassoma jansenii","2023",27,38000,1016,0.0265748031496063
"Thalassoma lunare","2012",106,100718.75,1525,0.0695081967213115
"Thalassoma lunare","2015",33,83000,570,0.0578947368421053
"Thalassoma lunare","2016",223,281500,2087,0.106851940584571
"Thalassoma lunare","2017",76,112000,1049,0.0724499523355577
"Thalassoma lunare","2018",63,107000,1103,0.057116953762466
"Thalassoma lunare","2019",5,7000,329,0.0151975683890578
"Thalassoma lutescens","2023",58,253000,1161,0.0499569336778639
"Tomiyamichthys oni","2022",36,216000,66,0.545454545454545
"Trichonotus elegans","2012",1,2000,189,0.00529100529100529
"Uopterygius concolor","2013",1,10000,108,0.00925925925925926
"Upeneus tragula","2022",1,2000,30,0.0333333333333333
"Upeneus vittatus","2023",5,5000,552,0.00905797101449275
"Valenciennea helsdingenii","2012",770,1080929.19463087,1572,0.489821882951654
"Valenciennea helsdingenii","2015",30,47000,483,0.062111801242236
"Valenciennea helsdingenii","2016",282,413100,2087,0.13512218495448
"Valenciennea helsdingenii","2017",670,1071903.22580645,1130,0.592920353982301
"Valenciennea helsdingenii","2018",849,1502750,1372,0.618804664723032
"Valenciennea helsdingenii","2019",653,1373000,842,0.775534441805226
"Valenciennea helsdingenii","2022",25,66000,60,0.416666666666667
"Valenciennea helsdingenii","2023",64,174000,1053,0.0607787274453941
"Valenciennea longipinnis","2022",76,190000,126,0.603174603174603
"Valenciennea puellaris","2012",3094,4273162.84153005,1593,1.94224733207784
"Valenciennea puellaris","2013",5260,8009665.99423631,2234,2.35452103849597
"Valenciennea puellaris","2015",934,1754150,727,1.28473177441541
"Valenciennea puellaris","2016",9614,14876400,2087,4.60661236224245
"Valenciennea puellaris","2017",4979,8937319.60458453,1130,4.40619469026549
"Valenciennea puellaris","2018",4922,9325000,1423,3.45888966971188
"Valenciennea puellaris","2019",4222,8230200,842,5.01425178147268
"Valenciennea puellaris","2022",1082,3976500,389,2.78149100257069
"Valenciennea puellaris","2023",3719,8120000,1525,2.43868852459016
"Valenciennea sexguttata","2012",361,426754.385964912,1572,0.229643765903308
"Valenciennea sexguttata","2013",1560,1553380,2160,0.722222222222222
"Valenciennea sexguttata","2015",100,101500,727,0.137551581843191
"Valenciennea sexguttata","2016",1978,2351500,2087,0.947771921418304
"Valenciennea sexguttata","2017",1076,1483987.96791444,1130,0.952212389380531
"Valenciennea sexguttata","2018",1145,1718000,1352,0.84689349112426
"Valenciennea sexguttata","2019",748,1132500,842,0.888361045130641
"Valenciennea sexguttata","2022",1316,3784500,381,3.45406824146982
"Valenciennea sexguttata","2023",361,719000,1525,0.23672131147541
"Valenciennea strigata","2012",1222,1387469.94219653,838,1.4582338902148
"Valenciennea strigata","2013",3192,5060095.57416268,2234,1.42882721575649
"Valenciennea strigata","2016",2725,3998100,2087,1.30570196454241
"Valenciennea strigata","2018",822,1636500,1423,0.577652846099789
"Valenciennea strigata","2019",158,303000,842,0.187648456057007
"Valenciennea strigata","2022",1446,4939000,389,3.7172236503856
"Valenciennea strigata","2023",2168,4954000,1525,1.42163934426229
"Variola albimarginata","2012",2,3000,53,0.0377358490566038
"Variola albimarginata","2022",1,5000,30,0.0333333333333333
"Variola louti","2012",30,46000,1153,0.02601908065915
"Variola louti","2013",27,43500,963,0.0280373831775701
"Variola louti","2015",4,8000,384,0.0104166666666667
"Variola louti","2016",7,11250,1159,0.00603968938740293
"Variola louti","2017",29,72470.5882352941,676,0.0428994082840237
"Variola louti","2018",15,26000,643,0.0233281493001555
"Variola louti","2019",29,56500,744,0.0389784946236559
"Wetmorella nigropinnata","2012",580,602000,848,0.683962264150943
"Wetmorella nigropinnata","2015",451,556500,727,0.620357634112792
"Wetmorella nigropinnata","2016",727,748750,2087,0.348346909439387
"Wetmorella nigropinnata","2017",397,477336.956521739,1130,0.351327433628319
"Wetmorella nigropinnata","2018",382,431500,1423,0.268446943078004
"Wetmorella nigropinnata","2019",303,328000,842,0.359857482185273
"Wetmorella nigropinnata","2023",249,265200,1442,0.172676837725381
"Xyrichtys pavo","2023",2,2500,293,0.0068259385665529
"Xyrichtys pentadactylus","2022",1,7500,31,0.032258064516129
"Zanclus cornutus","2012",331,556552.666666667,1572,0.210559796437659
"Zanclus cornutus","2015",135,202500,669,0.201793721973094
"Zanclus cornutus","2016",766,1228000,2087,0.367034020124581
"Zanclus cornutus","2017",150,251733.108108108,1130,0.132743362831858
"Zanclus cornutus","2018",360,722500,1423,0.252986647926915
"Zanclus cornutus","2019",275,550500,842,0.326603325415677
"Zanclus cornutus","2022",42,133000,233,0.180257510729614
"Zanclus cornutus","2023",203,425000,1525,0.133114754098361
"Zebrasoma desjardinii","2023",1,6000,106,0.00943396226415094
"Zebrasoma scopas","2012",1195,1819673.42767296,1593,0.750156936597615
"Zebrasoma scopas","2013",817,1244327.35426009,2234,0.365711727842435
"Zebrasoma scopas","2015",908,1890797,727,1.24896836313618
"Zebrasoma scopas","2016",1568,2722247,2087,0.751317680881648
"Zebrasoma scopas","2017",1323,2560150,1130,1.17079646017699
"Zebrasoma scopas","2018",844,1945000,1423,0.593113141250878
"Zebrasoma scopas","2019",618,1217000,842,0.73396674584323
"Zebrasoma scopas","2022",909,3022000,389,2.33676092544987
"Zebrasoma scopas","2023",2826,7002000,1525,1.85311475409836
"Zebrasoma veliferum","2013",6,40200,1099,0.00545950864422202
"Zebrasoma veliferum","2022",72,1432500,167,0.431137724550898
"Zebrias fasciatus","2022",1,5000,30,0.0333333333333333
