"Month","Species","Year","Total_Catch","Total_Income","Individual_fishing_trips_mo","CPUE"
"November","Heniochus pleurotaenia","2012",3,5000,219,0.0136986301369863
"November","Heniochus singularius","2012",69,130500,219,0.315068493150685
"November","Heniochus varius","2013",3,4500,287,0.0104529616724739
"November","Heniochus varius","2016",14,21000,154,0.0909090909090909
"November","Heniochus varius","2017",4,6000,98,0.0408163265306122
"November","Heniochus varius","2018",13,24000,89,0.146067415730337
"November","Hologymnosus annulatus","2013",2,5000,287,0.00696864111498258
"November","Hologymnosus doliatus","2022",1,2500,28,0.0357142857142857
"November","Hoplolatilus marcosi","2012",7,12250,219,0.0319634703196347
"November","Hymenocera picta","2012",125,257750,219,0.570776255707763
"November","Iniistius pavo","2013",84,212750,287,0.292682926829268
"November","Iniistius pavo","2016",8,19500,154,0.051948051948052
"November","Koumansetta rainfordi","2022",2,8000,28,0.0714285714285714
"November","Koumansetta rainfordi","2023",1,4000,176,0.00568181818181818
"November","Labrichthys Unilineatus","2023",1,3500,176,0.00568181818181818
"November","Labrichthys unilineatus","2016",11,11000,154,0.0714285714285714
"November","Labrichthys unilineatus","2017",1,2000,98,0.0102040816326531
"November","Labrichthys unilineatus","2018",2,4000,89,0.0224719101123595
"November","Labroides bicolor","2012",34,246500,219,0.155251141552511
"November","Labroides bicolor","2013",34,247000,287,0.118466898954704
"November","Labroides bicolor","2015",35,314000,158,0.221518987341772
"November","Labroides bicolor","2016",18,119500,154,0.116883116883117
"November","Labroides bicolor","2017",32,284000,98,0.326530612244898
"November","Labroides bicolor","2018",14,118000,89,0.157303370786517
"November","Labroides bicolor","2022",2,25000,28,0.0714285714285714
"November","Labroides bicolor","2023",23,226027.016129032,176,0.130681818181818
"November","Labroides dimidiatus","2012",370,369250,219,1.68949771689498
"November","Labroides dimidiatus","2013",444,393000,287,1.54703832752613
"November","Labroides dimidiatus","2015",361,380000,158,2.28481012658228
"November","Labroides dimidiatus","2016",315,316000,154,2.04545454545455
"November","Labroides dimidiatus","2017",183,187000,98,1.86734693877551
"November","Labroides dimidiatus","2018",114,127500,89,1.28089887640449
"November","Labroides dimidiatus","2022",87,174000,28,3.10714285714286
"November","Labroides dimidiatus","2023",517,798342.75,176,2.9375
"November","Labroides pectoralis","2012",57,57000,219,0.26027397260274
"November","Labroides pectoralis","2023",1,12500,176,0.00568181818181818
"November","Labroides rubrolabiatus","2012",3,24000,219,0.0136986301369863
"November","Labroides rubrolabiatus","2013",2,13500,287,0.00696864111498258
"November","Labroides rubrolabiatus","2015",5,20500,158,0.0316455696202532
"November","Labropsis alleni","2016",3,4500,154,0.0194805194805195
"November","Labropsis alleni","2017",4,8000,98,0.0408163265306122
"November","Labropsis alleni","2018",1,1500,89,0.0112359550561798
"November","Lactoria cornuta","2013",28,136500,287,0.0975609756097561
"November","Lutjanus sebae","2023",1,20000,176,0.00568181818181818
"November","Lysmata amboinensis","2013",936,4663000,287,3.26132404181185
"November","Lysmata amboinensis","2016",219,1705500,154,1.42207792207792
"November","Lysmata amboinensis","2018",137,1464000,89,1.53932584269663
"November","Lysmata amboinensis","2022",38,570000,28,1.35714285714286
"November","Lysmata amboinensis","2023",112,1333000,176,0.636363636363636
"November","Lysmata debelius","2012",446,4037050,219,2.0365296803653
"November","Lysmata debelius","2013",4,36000,287,0.0139372822299652
"November","Lysmata debelius","2023",1,15000,176,0.00568181818181818
"November","Macolor macularis","2012",1,1500,219,0.0045662100456621
"November","Macolor niger","2016",2,10000,154,0.012987012987013
"November","Macolor niger","2017",2,8500,98,0.0204081632653061
"November","Macolor niger","2023",2,120000,176,0.0113636363636364
"November","Macropharyngodon meleagris","2012",439,469500,219,2.00456621004566
"November","Macropharyngodon meleagris","2013",188,222700,287,0.655052264808362
"November","Macropharyngodon meleagris","2015",370,426000,158,2.34177215189873
"November","Macropharyngodon meleagris","2016",447,447000,154,2.9025974025974
"November","Macropharyngodon meleagris","2017",86,130000,98,0.877551020408163
"November","Macropharyngodon meleagris","2018",87,105500,89,0.97752808988764
"November","Macropharyngodon meleagris","2022",32,48000,28,1.14285714285714
"November","Macropharyngodon meleagris","2023",313,469500,176,1.77840909090909
"November","Macropharyngodon negrosensis","2012",11,15000,219,0.0502283105022831
"November","Macropharyngodon negrosensis","2013",2,3000,287,0.00696864111498258
"November","Macropharyngodon negrosensis","2015",4,5000,158,0.0253164556962025
"November","Macropharyngodon negrosensis","2016",11,11000,154,0.0714285714285714
"November","Macropharyngodon negrosensis","2017",38,54000,98,0.387755102040816
"November","Macropharyngodon negrosensis","2018",32,42500,89,0.359550561797753
"November","Macropharyngodon negrosensis","2022",6,15000,28,0.214285714285714
"November","Macropharyngodon negrosensis","2023",31,44000,176,0.176136363636364
"November","Macropharyngodon ornatus","2022",17,51000,28,0.607142857142857
"November","Macropharyngodon ornatus","2023",21,63000,176,0.119318181818182
"November","Malacanthus brevirostris","2012",2,3000,219,0.0091324200913242
"November","Malacanthus brevirostris","2017",1,1500,98,0.0102040816326531
"November","Malacanthus latocittatus","2012",12,21500,219,0.0547945205479452
"November","Malacanthus latovittatus","2012",46,184000,219,0.210045662100457
"November","Malacanthus latovittatus","2013",2,4500,287,0.00696864111498258
"November","Malacanthus latovittatus","2015",3,4500,158,0.0189873417721519
"November","Malacanthus latovittatus","2016",5,8500,154,0.0324675324675325
"November","Meiacanthus atrodorsalis","2022",9,28000,28,0.321428571428571
"November","Meiacanthus atrodorsalis","2023",15,45000,176,0.0852272727272727
"November","Meiacanthus grammistes","2012",7,9000,219,0.0319634703196347
"November","Meiacanthus grammistes","2013",5,4400,287,0.0174216027874564
"November","Meiacanthus grammistes","2016",2,2000,154,0.012987012987013
"November","Meiacanthus grammistes","2017",5,5000,98,0.0510204081632653
"November","Meiacanthus grammistes","2018",8,16000,89,0.0898876404494382
"November","Meiacanthus grammistes","2023",178,237500,176,1.01136363636364
"November","Meiacanthus smithii","2012",1,6000,219,0.0045662100456621
"November","Meiacanthus smithii","2023",4,5000,176,0.0227272727272727
"November","Melichthys indicus","2012",18,152000,219,0.0821917808219178
"November","Melichthys vidua","2012",18,38000,219,0.0821917808219178
"November","Melichthys vidua","2013",11,45500,287,0.0383275261324042
"November","Melichthys vidua","2016",4,16000,154,0.025974025974026
"November","Melichthys vidua","2018",5,17500,89,0.0561797752808989
"November","Melichthys vidua","2023",7,14000,176,0.0397727272727273
"November","Monacanthus chinensis","2012",3,4750,219,0.0136986301369863
"November","Monacanthus chinensis","2015",17,33750,158,0.107594936708861
"November","Monacanthus chinensis","2016",2,1500,154,0.012987012987013
"November","Monacanthus chinensis","2017",19,30000,98,0.193877551020408
"November","Monacanthus chinensis","2018",40,1e+05,89,0.449438202247191
"November","Monacanthus chinensis","2023",33,33000,176,0.1875
"November","Myripristis murdjan","2023",2,10000,176,0.0113636363636364
"November","Naso Lopezi","2022",13,39000,28,0.464285714285714
"November","Naso elegans","2017",1,5000,98,0.0102040816326531
"November","Naso lituratus","2012",1,6000,219,0.0045662100456621
"November","Naso lituratus","2013",100,483750,287,0.348432055749129
"November","Naso lituratus","2015",20,108000,158,0.126582278481013
"November","Naso lituratus","2016",112,390500,154,0.727272727272727
"November","Naso lituratus","2017",15,69500,98,0.153061224489796
"November","Naso lituratus","2018",12,83000,89,0.134831460674157
"November","Naso lituratus","2022",90,481000,28,3.21428571428571
"November","Naso lituratus","2023",62,251000,176,0.352272727272727
"November","Naso unicornis","2018",5,5000,89,0.0561797752808989
"November","Naso unicornis","2022",2,8000,28,0.0714285714285714
"November","Naso unicornis","2023",4,16000,176,0.0227272727272727
"November","Naso vlamingii","2022",24,168000,28,0.857142857142857
"November","Naso vlamingii","2023",5,32000,176,0.0284090909090909
"November","Nemateleotris magnifica","2012",9,73500,219,0.0410958904109589
"November","Nemateleotris magnifica","2015",1,7000,158,0.00632911392405063
"November","Nemateleotris magnifica","2016",1,7000,154,0.00649350649350649
"November","Nemateleotris magnifica","2018",2,16000,89,0.0224719101123595
"November","Nemateleotris magnifica","2023",5,50000,176,0.0284090909090909
"November","Neoglyphidodon crossi","2012",1,1000,219,0.0045662100456621
"November","Neoglyphidodon crossi","2013",2803,2824000,287,9.76655052264808
"November","Neoglyphidodon crossi","2016",96,96000,154,0.623376623376623
"November","Neoglyphidodon crossi","2018",7,7000,89,0.0786516853932584
"November","Neoglyphidodon crossi","2023",2,3500,176,0.0113636363636364
"November","Neoglyphidodon melas","2013",2,1200,287,0.00696864111498258
"November","Neoglyphidodon melas","2016",1,1000,154,0.00649350649350649
"November","Neoniphon argenteus","2013",18,13500,287,0.0627177700348432
"November","Neopenrolisthes maculata","2013",51,46500,287,0.177700348432056
"November","Neopenrolisthes maculata","2016",8,8000,154,0.051948051948052
"November","Neopenrolisthes maculata","2018",4,4000,89,0.0449438202247191
"November","Neopetrolisthes ohshimai","2023",2,5000,176,0.0113636363636364
"November","Novaculichthys taeniourus","2013",1,1500,287,0.00348432055749129
"November","Novaculichthys taeniourus","2015",1,7500,158,0.00632911392405063
"November","Novaculichthys taeniourus","2017",23,73500,98,0.23469387755102
"November","Novaculichthys taeniourus","2018",3,13000,89,0.0337078651685393
"November","Novaculichthys taeniourus","2022",8,30000,28,0.285714285714286
"November","Novaculichthys taeniourus","2023",43,145000,176,0.244318181818182
"November","Odontodactylus scyllarus","2016",2,5000,154,0.012987012987013
"November","Odontodactylus scyllarus","2018",2,5000,89,0.0224719101123595
"November","Odonus niger","2012",55,111250,219,0.251141552511416
"November","Odonus niger","2013",298,467500,287,1.0383275261324
"November","Odonus niger","2015",61,99000,158,0.386075949367089
"November","Odonus niger","2016",130,240500,154,0.844155844155844
"November","Odonus niger","2017",46,92000,98,0.469387755102041
"November","Odonus niger","2018",52,114000,89,0.584269662921348
"November","Odonus niger","2022",2,10000,28,0.0714285714285714
"November","Odonus niger","2023",2,4336.66666666667,176,0.0113636363636364
"November","Ostracion cubicus","2012",15,153000,219,0.0684931506849315
"November","Ostracion cubicus","2013",1,10000,287,0.00348432055749129
"November","Ostracion meleagris","2023",9,72000,176,0.0511363636363636
"November","Ostracion solorensis","2013",14,62000,287,0.0487804878048781
"November","Ostracion solorensis","2015",1,12000,158,0.00632911392405063
"November","Ostracion solorensis","2016",3,22000,154,0.0194805194805195
"November","Ostracion solorensis","2017",6,45000,98,0.0612244897959184
"November","Ostracion solorensis","2018",72,529000,89,0.808988764044944
"November","Oxycirrhites typus","2016",1,15000,154,0.00649350649350649
"November","Oxymonacanthus longirostris","2012",11,20000,219,0.0502283105022831
"November","Oxymonacanthus longirostris","2018",7,21000,89,0.0786516853932584
"November","Oxymonacanthus longirostris","2022",4,20000,28,0.142857142857143
"November","Paguristes species","2022",153,612000,28,5.46428571428571
"November","Panulirus versicolor","2013",34,50250,287,0.118466898954704
"November","Paracanthurus hepatus","2012",4,26000,219,0.0182648401826484
"November","Paracanthurus hepatus","2015",1,20000,158,0.00632911392405063
"November","Paracanthurus hepatus","2016",2,20000,154,0.012987012987013
"November","Paracanthurus hepatus","2017",1,50000,98,0.0102040816326531
"November","Paracanthurus hepatus","2022",2,80000,28,0.0714285714285714
"November","Paracanthurus hepatus","2023",2,56132.5555555556,176,0.0113636363636364
"November","Paracheilinus carpenteri","2022",1,3000,28,0.0357142857142857
"November","Paracheilinus carpenteri","2023",18,27000,176,0.102272727272727
"November","Paracheilinus mccoskeri","2013",154,227750,287,0.536585365853659
"November","Paracheilinus mccoskeri","2016",357,429500,154,2.31818181818182
"November","Paracheilinus mccoskeri","2018",14,14000,89,0.157303370786517
"November","Paracirrhites arcatus","2012",83,101500,219,0.378995433789954
"November","Paracirrhites arcatus","2013",30,44000,287,0.104529616724739
"November","Paracirrhites arcatus","2023",3,9000,176,0.0170454545454545
"November","Paracirrhites arcuatus","2015",4,6000,158,0.0253164556962025
"November","Paracirrhites arcuatus","2016",33,33000,154,0.214285714285714
"November","Paracirrhites arcuatus","2017",13,14000,98,0.13265306122449
"November","Paracirrhites arcuatus","2018",39,39500,89,0.438202247191011
"November","Paracirrhites forsteri","2022",2,5000,28,0.0714285714285714
"November","Paracirrhites forsteri","2023",2,5000,176,0.0113636363636364
"November","Paraglyphidodon melas","2012",7,59000,219,0.0319634703196347
"November","Paragobiodon echinocephalus","2012",116,110750,219,0.529680365296804
"November","Paraluteres prionurus","2022",14,42000,28,0.5
"November","Paraluteres prionurus","2023",31,93000,176,0.176136363636364
"November","Paramonacanthus filicauda","2022",4,8000,28,0.142857142857143
"November","Paramonacanthus filicauda","2023",4,8000,176,0.0227272727272727
"November","Parapercis schuinslandi","2016",9,9750,154,0.0584415584415584
"November","Parapercis schuinslandi","2018",16,24000,89,0.179775280898876
"November","Parupeneus cyclostomus","2012",6,7000,219,0.0273972602739726
"November","Parupeneus cyclostomus","2016",1,1000,154,0.00649350649350649
"November","Parupeneus cyclostomus","2023",1,5000,176,0.00568181818181818
"November","Parupeneus rubescens","2012",38,33250,219,0.17351598173516
"November","Parupeneus rubescens","2013",1,750,287,0.00348432055749129
"November","Parupeneus rubescens","2015",1,1000,158,0.00632911392405063
"November","Parupeneus rubescens","2016",10,10000,154,0.0649350649350649
"November","Parupeneus rubescens","2017",1,750,98,0.0102040816326531
"November","Parupeneus rubescens","2018",1,1500,89,0.0112359550561798
"November","Periclimenes brevicarpalis","2013",66,100250,287,0.229965156794425
"November","Periclimenes brevicarpalis","2016",11,11000,154,0.0714285714285714
"November","Periclimenes brevicarpalis","2018",4,5000,89,0.0449438202247191
"November","Periclimenes brevicarpalis","2022",3,6500,28,0.107142857142857
"November","Pervagor Janthinosoma","2016",5,5000,154,0.0324675324675325
"November","Pervagor janthinosoma","2013",20,39500,287,0.0696864111498258
"November","Pervagor janthinosoma","2023",35,52500,176,0.198863636363636
"November","Pervagor melanosoma","2023",2,6000,176,0.0113636363636364
"November","Plagiotremus laudandus","2013",5,7600,287,0.0174216027874564
"November","Plagiotremus ludandus","2016",25,25000,154,0.162337662337662
"November","Plagiotremus ludandus","2018",75,117000,89,0.842696629213483
"November","Plectorhinchus chaetodonoides","2016",3,6000,154,0.0194805194805195
"November","Plectorhinchus chaetodonoides","2017",1,2500,98,0.0102040816326531
"November","Plectorhinchus chaetodonoides","2022",1,7000,28,0.0357142857142857
"November","Plectorhinchus chaetodonoides","2023",1,1500,176,0.00568181818181818
"November","Plectorhinchus diagrammus","2012",6,37000,219,0.0273972602739726
"November","Plectorhinchus diagrammus","2013",13,13000,287,0.0452961672473868
"November","Plectorhinchus diagrammus","2023",2,6000,176,0.0113636363636364
"November","Plectorhinchus orientalis","2012",31,66500,219,0.141552511415525
"November","Plectorhinchus orientalis","2015",1,2000,158,0.00632911392405063
"November","Plectorhinchus orientalis","2016",20,32500,154,0.12987012987013
"November","Plectorhinchus orientalis","2017",17,33500,98,0.173469387755102
"November","Plectorhinchus orientalis","2022",6,24547.1698113207,28,0.214285714285714
"November","Plectorhinchus orientalis","2023",8,21334.6666666667,176,0.0454545454545455
"November","Plectorhinchus pictus","2013",12,21000,287,0.0418118466898955
"November","Plectorhincus diagrammus","2016",1,1500,154,0.00649350649350649
"November","Plectorhincus diagrammus","2018",6,9000,89,0.0674157303370786
"November","Plectroglyphidodon dickii","2023",4,6000,176,0.0227272727272727
"November","Plectroglyphidodon lacrymatus","2022",3,4500,28,0.107142857142857
"November","Plectroglyphidodon lacrymatus","2023",1,1500,176,0.00568181818181818
"November","Pomacanthus Imperator","2016",19,385000,154,0.123376623376623
"November","Pomacanthus Imperator","2018",13,305000,89,0.146067415730337
"November","Pomacanthus annularis","2023",3,37500,176,0.0170454545454545
"November","Pomacanthus imperator","2013",23,621000,287,0.0801393728222996
"November","Pomacanthus imperator","2023",27,885000,176,0.153409090909091
"November","Pomacanthus semicirculatus","2022",1,15000,28,0.0357142857142857
"November","Pomacanthus semicirculatus","2023",1,15000,176,0.00568181818181818
"November","Pomacentrus amboinensis","2012",12,30000,219,0.0547945205479452
"November","Pomacentrus auriventris","2015",680,440000,158,4.30379746835443
"November","Pomacentrus auriventris","2016",561,283600,154,3.64285714285714
"November","Pomacentrus auriventris","2017",250,275000,98,2.55102040816327
"November","Pomacentrus auriventris","2018",320,282000,89,3.59550561797753
"November","Pomacentrus auriventris","2023",50,75000,176,0.284090909090909
"November","Pomacentrus bankanensis","2012",121,121000,219,0.552511415525114
"November","Pomacentrus bankanensis","2013",155,155000,287,0.54006968641115
"November","Pomacentrus bankanensis","2015",50,75000,158,0.316455696202532
"November","Pomacentrus bankanensis","2017",86,129000,98,0.877551020408163
"November","Pomacentrus bankanensis","2018",44,66000,89,0.49438202247191
"November","Pomacentrus bankanensis","2022",106,159000,28,3.78571428571429
"November","Pomacentrus bankanensis","2023",149,223500,176,0.846590909090909
"November","Pomacentrus coelestis","2023",118,88500,176,0.670454545454545
"November","Pomacentrus moluccensis","2015",1,1500,158,0.00632911392405063
"November","Pomacentrus moluccensis","2018",3,4500,89,0.0337078651685393
"November","Pomacentrus moluccensis","2022",13,19500,28,0.464285714285714
"November","Pomacentrus moluccensis","2023",17,25500,176,0.0965909090909091
"November","Pomacentrus smithi","2016",2,2000,154,0.012987012987013
"November","Pomacentrus smithi","2017",2,2000,98,0.0204081632653061
"November","Prionurus scalprus","2012",16,168000,219,0.0730593607305936
"November","Pseudalutarius Nasicornis","2023",2,4000,176,0.0113636363636364
"November","Pseudanthias cooperi","2013",96,133250,287,0.334494773519164
"November","Pseudanthias dispar","2012",1820,1867500,219,8.31050228310502
"November","Pseudanthias dispar","2013",1298,1562500,287,4.52264808362369
"November","Pseudanthias dispar","2015",2389,3347500,158,15.120253164557
"November","Pseudanthias dispar","2016",1064,2128000,154,6.90909090909091
"November","Pseudanthias dispar","2017",413,826000,98,4.21428571428571
"November","Pseudanthias dispar","2018",500,1e+06,89,5.61797752808989
"November","Pseudanthias dispar","2022",158,471500,28,5.64285714285714
"November","Pseudanthias dispar","2023",1152,2868000,176,6.54545454545455
"November","Pseudanthias huchtii","2012",78,95250,219,0.356164383561644
"November","Pseudanthias huchtii","2015",302,347750,158,1.91139240506329
"November","Pseudanthias huchtii","2016",49,36750,154,0.318181818181818
"November","Pseudanthias huchtii","2017",98,177250,98,1
"November","Pseudanthias huchtii","2018",68,109750,89,0.764044943820225
"November","Pseudanthias huchtii","2022",37,83500,28,1.32142857142857
"November","Pseudanthias huchtii","2023",266,524215.558252427,176,1.51136363636364
"November","Pseudanthias hypselosoma","2012",371,403000,219,1.69406392694064
"November","Pseudanthias hypselosoma","2015",213,233500,158,1.34810126582278
"November","Pseudanthias hypselosoma","2016",1186,1147250,154,7.7012987012987
"November","Pseudanthias hypselosoma","2017",86,132750,98,0.877551020408163
"November","Pseudanthias hypselosoma","2018",72,148500,89,0.808988764044944
"November","Pseudanthias hypselosoma","2023",14,70000,176,0.0795454545454545
"November","Pseudanthias luzonensis","2013",9,15000,287,0.0313588850174216
"November","Pseudanthias pleurotaenia","2012",12,26000,219,0.0547945205479452
"November","Pseudanthias pleurotaenia","2015",35,87500,158,0.221518987341772
"November","Pseudanthias pleurotaenia","2016",42,116000,154,0.272727272727273
"November","Pseudanthias pleurotaenia","2017",18,49000,98,0.183673469387755
"November","Pseudanthias pleurotaenia","2018",37,97000,89,0.415730337078652
"November","Pseudanthias pleurotaenia","2023",3,9000,176,0.0170454545454545
"November","Pseudanthias rubrizonatus","2012",4,6500,219,0.0182648401826484
"November","Pseudanthias squamipinnis","2022",68,172000,28,2.42857142857143
"November","Pseudanthias squamipinnis","2023",294,546023.65,176,1.67045454545455
"November","Pseudanthias tuka","2012",176,592500,219,0.80365296803653
"November","Pseudanthias tuka","2013",76,228000,287,0.264808362369338
"November","Pseudanthias tuka","2015",33,137000,158,0.208860759493671
"November","Pseudanthias tuka","2016",4,11000,154,0.025974025974026
"November","Pseudanthias tuka","2017",9,36000,98,0.0918367346938776
"November","Pseudanthias tuka","2018",23,49000,89,0.258426966292135
"November","Pseudocheilinus evanidus","2012",84,118750,219,0.383561643835616
"November","Pseudocheilinus evanidus","2013",25,46000,287,0.0871080139372822
"November","Pseudocheilinus evanidus","2015",82,83500,158,0.518987341772152
"November","Pseudocheilinus evanidus","2016",96,84250,154,0.623376623376623
"November","Pseudocheilinus evanidus","2017",40,40000,98,0.408163265306122
"November","Pseudocheilinus evanidus","2018",28,28000,89,0.314606741573034
"November","Pseudocheilinus evanidus","2022",2,5000,28,0.0714285714285714
"November","Pseudocheilinus evanidus","2023",73,97000,176,0.414772727272727
"November","Pseudocheilinus hexataenia","2012",1471,3008800,219,6.71689497716895
"November","Pseudocheilinus hexataenia","2013",1083,2330500,287,3.77351916376307
"November","Pseudocheilinus hexataenia","2015",1108,2379500,158,7.0126582278481
"November","Pseudocheilinus hexataenia","2016",1151,2257500,154,7.47402597402597
"November","Pseudocheilinus hexataenia","2017",565,1358000,98,5.76530612244898
"November","Pseudocheilinus hexataenia","2018",830,2202000,89,9.32584269662921
"November","Pseudocheilinus hexataenia","2022",477,1652000,28,17.0357142857143
"November","Pseudocheilinus hexataenia","2023",1147,3615000,176,6.51704545454545
"November","Pseudocheilinus octotaenia","2012",3,9000,219,0.0136986301369863
"November","Pseudocheilinus octotaenia","2022",3,31500,28,0.107142857142857
"November","Pseudocheilinus octotaenia","2023",1,10500,176,0.00568181818181818
"November","Pseudochromis bitaeniatus","2012",122,154250,219,0.557077625570776
"November","Pseudochromis paccagnellae","2012",2,2500,219,0.0091324200913242
"November","Pseudochromis paccagnellae","2015",2,2000,158,0.0126582278481013
"November","Pseudochromis paccagnellae","2016",29,29000,154,0.188311688311688
"November","Pseudochromis paccagnellae","2017",1,1000,98,0.0102040816326531
"November","Pseudochromis paccagnellae","2018",3,3000,89,0.0337078651685393
"November","Pseudocoris yamashiroi","2023",1,2000,176,0.00568181818181818
"November","Ptereleotris evides","2012",107,154250,219,0.488584474885845
"November","Ptereleotris evides","2015",145,295500,158,0.917721518987342
"November","Ptereleotris evides","2016",181,262500,154,1.17532467532468
"November","Ptereleotris evides","2017",65,97500,98,0.663265306122449
"November","Ptereleotris evides","2018",99,213000,89,1.1123595505618
"November","Ptereleotris evides","2022",12,39000,28,0.428571428571429
"November","Ptereleotris evides","2023",110,235000,176,0.625
"November","Ptereleotris heteroptera","2012",45,67500,219,0.205479452054795
"November","Ptereleotris heteroptera","2013",1,2000,287,0.00348432055749129
"November","Ptereleotris heteroptera","2023",2,6000,176,0.0113636363636364
"November","Ptereleotris heteropterus","2016",34,51250,154,0.220779220779221
"November","Ptereleotris heteropterus","2017",11,18000,98,0.112244897959184
"November","Ptereleotris microlepis","2015",6,6000,158,0.0379746835443038
"November","Ptereleotris uroditaenia","2012",1,2000,219,0.0045662100456621
"November","Ptereleotris zebra","2012",2,3000,219,0.0091324200913242
"November","Ptereleotris zebra","2013",4,7000,287,0.0139372822299652
"November","Ptereleotris zebra","2015",22,38500,158,0.139240506329114
"November","Ptereleotris zebra","2016",11,19250,154,0.0714285714285714
"November","Pterocaesio chrysozona","2012",65,67000,219,0.296803652968037
"November","Pterocaesio chrysozona","2018",1,7500,89,0.0112359550561798
"November","Pterois antennata","2012",37,59200,219,0.168949771689498
"November","Pterois antennata","2015",25,37500,158,0.158227848101266
"November","Pterois antennata","2016",34,65500,154,0.220779220779221
"November","Pterois antennata","2017",38,75000,98,0.387755102040816
"November","Pterois antennata","2018",28,61000,89,0.314606741573034
"November","Pterois antennata","2022",6,30000,28,0.214285714285714
"November","Pterois antennata","2023",35,80500,176,0.198863636363636
"November","Pterois radiata","2012",9,1e+05,219,0.0410958904109589
"November","Pterois radiata","2016",5,40000,154,0.0324675324675325
"November","Pterois radiata","2017",2,20000,98,0.0204081632653061
"November","Pterois radiata","2022",1,15000,28,0.0357142857142857
"November","Pterois volitans","2013",206,1927500,287,0.717770034843206
"November","Pterois volitans","2016",3,24000,154,0.0194805194805195
"November","Pterois volitans","2018",2,20000,89,0.0224719101123595
"November","Pterois volitans","2022",1,15000,28,0.0357142857142857
"November","Pterois volitans","2023",10,115000,176,0.0568181818181818
"November","Pygoplites diacanthus","2012",3,47000,219,0.0136986301369863
"November","Pygoplites diacanthus","2015",1,7000,158,0.00632911392405063
"November","Pygoplites diacanthus","2016",1,10000,154,0.00649350649350649
"November","Pygoplites diacanthus","2017",1,15000,98,0.0102040816326531
"November","Pygoplites diacanthus","2018",3,35000,89,0.0337078651685393
"November","Pygoplites diacanthus","2023",3,45000,176,0.0170454545454545
"November","Rhinchocinetes durbanensis","2016",389,274800,154,2.52597402597403
"November","Rhinecanthus aculeatus","2012",2,7000,219,0.0091324200913242
"November","Rhinecanthus aculeatus","2013",6,12500,287,0.0209059233449477
"November","Rhinecanthus verrucosus","2012",21,21000,219,0.0958904109589041
"November","Rhinecanthus verrucosus","2013",52,52000,287,0.181184668989547
"November","Rhinecanthus verrucosus","2015",5,5000,158,0.0316455696202532
"November","Rhinecanthus verrucosus","2016",12,12000,154,0.0779220779220779
"November","Rhinecanthus verrucosus","2017",5,5000,98,0.0510204081632653
"November","Rhinecanthus verrucosus","2018",10,10000,89,0.112359550561798
"November","Rhinomuraena quaesita","2013",13,116000,287,0.0452961672473868
"November","Rhinomuraena quaesita","2022",1,30000,28,0.0357142857142857
"November","Rhinomuraena quaesita","2023",1,15000,176,0.00568181818181818
"November","Rhinomuraena quesita","2016",4,40000,154,0.025974025974026
"November","Rhinomuraena quesita","2018",8,120000,89,0.0898876404494382
"November","Rhynchocinetes durbanensis","2013",653,553500,287,2.27526132404181
"November","Rhynchocinetes durbanensis","2023",155,155000,176,0.880681818181818
"November","Salarias ceramensis","2013",1,1500,287,0.00348432055749129
"November","Salarias ceramensis","2023",4,24000,176,0.0227272727272727
"November","Salarias fasciatus","2012",11,11000,219,0.0502283105022831
"November","Salarias fasciatus","2015",48,47750,158,0.30379746835443
"November","Salarias fasciatus","2016",51,51000,154,0.331168831168831
"November","Salarias fasciatus","2017",2,2000,98,0.0204081632653061
"November","Salarias fasciatus","2018",19,19000,89,0.213483146067416
"November","Salarias fasciatus","2022",32,32000,28,1.14285714285714
"November","Salarias fasciatus","2023",54,67000,176,0.306818181818182
"November","Scorpaenopsis diablolus","2013",1,10000,287,0.00348432055749129
"November","Siderea picta","2022",4,20000,28,0.142857142857143
"November","Siderea picta","2023",5,25000,176,0.0284090909090909
"November","Siganus corallinus","2012",3,6000,219,0.0136986301369863
"November","Siganus corallinus","2022",1,3500,28,0.0357142857142857
"November","Siganus virgatus","2016",1,1500,154,0.00649350649350649
"November","Siganus vulpinus","2012",2,4500,219,0.0091324200913242
"November","Signigobius biocellatus","2013",5,56000,287,0.0174216027874564
"November","Stenopus Hispodus","2016",63,238000,154,0.409090909090909
"November","Stenopus Hispodus","2018",12,12000,89,0.134831460674157
"November","Stenopus hispidus","2023",18,26000,176,0.102272727272727
"November","Stenopus hispodus","2013",249,209000,287,0.867595818815331
"November","Stethojulis bandanensis","2012",2,2000,219,0.0091324200913242
"November","Stethojulis bandanensis","2015",1,1000,158,0.00632911392405063
"November","Stethojulis bandanensis","2016",9,9000,154,0.0584415584415584
"November","Stethojulis bandanensis","2017",3,4000,98,0.0306122448979592
"November","Stethojulis bandanensis","2018",2,3000,89,0.0224719101123595
"November","Sufflamen Chrysopterus","2023",3,9000,176,0.0170454545454545
"November","Sufflamen bursa","2013",4,12000,287,0.0139372822299652
"November","Sufflamen bursa","2022",1,4000,28,0.0357142857142857
"November","Sufflamen bursa","2023",3,9000,176,0.0170454545454545
"November","Sufflamen chrysopterum","2012",9,13000,219,0.0410958904109589
"November","Sufflamen chrysopterus","2015",3,9000,158,0.0189873417721519
"November","Sufflamen chrysopterus","2018",3,9000,89,0.0337078651685393
"November","Synchiropus ocellatus","2012",174,175500,219,0.794520547945205
"November","Synchiropus ocellatus","2013",51,65000,287,0.177700348432056
